2013-10-25,531.32,533.23,525.11,525.96,12047900,525.96
2013-10-24,525.00,532.47,522.45,531.91,13718400,531.91
2013-10-23,519.00,525.67,519.00,524.96,11177500,524.96
2013-10-22,526.41,528.45,508.03,519.87,19033900,519.87
2013-10-21,511.77,524.30,511.52,521.36,14102700,521.36
2013-10-18,505.99,509.26,505.71,508.89,10323300,508.89
2013-10-17,499.98,504.78,499.68,504.50,9021400,504.50
2013-10-16,500.79,502.53,499.23,501.11,8923000,501.11
2013-10-15,497.51,502.00,495.52,498.68,11389600,498.68
2013-10-14,489.83,497.58,489.35,496.04,9329200,496.04
2013-10-11,486.99,493.84,485.16,492.81,9562100,492.81
2013-10-10,491.32,492.38,487.04,489.64,9950100,489.64
2013-10-09,484.64,487.79,478.28,486.59,10775900,486.59
2013-10-08,489.94,490.64,480.54,480.94,10389900,480.94
2013-10-07,486.56,492.65,485.35,487.75,11153300,487.75
2013-10-04,483.86,484.60,478.60,483.03,9245300,483.03
2013-10-03,490.51,492.35,480.74,483.41,11526900,483.41
2013-10-02,485.63,491.80,483.75,489.56,10328000,489.56
2013-10-01,478.45,489.14,478.38,487.96,12638700,487.96
2013-09-30,477.25,481.66,474.41,476.75,9291300,476.75
2013-09-27,483.78,484.67,480.72,482.75,8144300,482.75
2013-09-26,486.00,488.56,483.90,486.22,8472200,486.22
2013-09-25,489.20,489.64,481.43,481.53,11319900,481.53
2013-09-24,494.88,495.47,487.82,489.10,13012300,489.10
2013-09-23,496.10,496.91,482.60,490.64,27218100,490.64
2013-09-20,478.00,478.55,466.00,467.41,24975100,467.41
2013-09-19,470.70,475.83,469.25,472.30,14447900,472.30
2013-09-18,463.18,466.35,460.66,464.68,16243500,464.68
2013-09-17,447.96,459.71,447.50,455.32,14246500,455.32
2013-09-16,461.00,461.61,447.22,450.12,19418100,450.12
2013-09-13,469.34,471.83,464.70,464.90,10649000,464.90
2013-09-12,468.50,475.40,466.01,472.69,14409400,472.69
2013-09-11,467.01,473.69,464.81,467.71,32031600,467.71
2013-09-10,506.20,507.45,489.50,494.64,26490200,494.64
2013-09-09,505.00,507.92,503.48,506.17,12116200,506.17
2013-09-06,498.44,499.38,489.95,498.22,12788700,498.22
2013-09-05,500.25,500.68,493.64,495.27,8441700,495.27
2013-09-04,499.56,502.24,496.28,498.69,12299300,498.69
2013-09-03,493.10,500.60,487.35,488.58,11854600,488.58
2013-08-30,492.00,492.95,486.50,487.22,9724900,487.22
2013-08-29,491.65,496.50,491.13,491.70,8559200,491.70
2013-08-28,486.00,495.80,486.00,490.90,10986000,490.90
2013-08-27,498.00,502.51,486.30,488.59,15149600,488.59
2013-08-26,500.75,510.20,500.50,502.97,11820200,502.97
2013-08-23,503.27,503.35,499.35,501.02,7954700,501.02
2013-08-22,504.98,505.59,498.20,502.96,8721700,502.96
2013-08-21,503.59,507.15,501.20,502.36,11995700,502.36
2013-08-20,509.71,510.57,500.82,501.07,12810300,501.07
2013-08-19,504.34,513.74,504.00,507.74,18232800,507.74
